Date Recorded,Date,Amount,Description,Category,(method of purchase)
09-20-2020,1-3-19,$457.00,refund,other
09-20-2020,1-1-20,$1000.00,rent,rent,cash
09-20-2020,1-11-20,$1958.00,work,work
09-20-2020,2-1-20,$1000.00,rent,rent,cash
09-20-2020,2-11-20,$2397.00,work,work
09-20-2020,3-1-20,$1000.00,rent,rent,check
09-20-2020,3-11-20,$1665.00,work,work
09-20-2020,4-1-20,$1000.00,rent,rent,cash
09-20-2020,4-11-20,$1969.00,work,work
09-20-2020,5-1-20,$1000.00,rent,rent,check
09-20-2020,5-11-20,$1922.00,work,work
09-20-2020,6-1-20,$1000.00,rent,rent,check
09-20-2020,6-11-20,$2079.00,work,work
09-20-2020,7-1-20,$1000.00,rent,rent,smiles
09-20-2020,7-11-20,$2211.00,work,work
09-20-2020,8-1-20,$1000.00,rent,rent,smiles
09-20-2020,8-11-20,$2954.00,work,work
09-20-2020,9-1-20,$1000.00,rent,rent,smiles
09-20-2020,9-11-20,$2416.00,work,work
09-20-2020,10-1-20,$1000.00,rent,rent,smiles
09-20-2020,10-11-20,$1764.00,work,work
09-20-2020,11-1-20,$1000.00,rent,rent,smiles
09-20-2020,11-11-20,$1912.00,work,work
09-20-2020,12-1-20,$1000.00,rent,rent,cash
09-20-2020,12-11-20,$1760.00,work,work
09-20-2020,4-8-20,$100.00,blanket,car,check
09-20-2020,8-25-20,$203.00,groceries,rent,cash
09-20-2020,3-26-20,$244.00,book,car,smiles
09-20-2020,8-24-20,$174.00,bills,gifts,check
09-20-2020,9-7-20,$233.00,blanket,car,smiles
09-20-2020,8-13-20,$82.00,antifreeze,car,check
09-20-2020,6-2-20,$99.00,car,car,smiles
09-20-2020,12-23-20,$47.00,blanket,rent,smiles
09-20-2020,4-17-20,$238.00,blanket,gifts,check
09-20-2020,9-1-20,$203.00,confetti,rent,cash
09-20-2020,8-10-20,$45.00,confetti,car,smiles
09-20-2020,11-3-20,$81.00,gas,rent,cash
09-20-2020,6-19-20,$101.00,bills,food,smiles
09-20-2020,2-21-20,$95.00,groceries,gifts,card
09-20-2020,7-19-20,$266.00,gas,rent,card
09-20-2020,2-14-20,$42.00,car,car,card
09-20-2020,8-7-20,$261.00,car,car,card
09-20-2020,3-4-20,$137.00,antifreeze,food,card
09-20-2020,4-23-20,$110.00,bills,rent,cash
09-20-2020,12-22-20,$113.00,bills,rent,card
09-20-2020,11-11-20,$108.00,car,food,card
09-20-2020,1-21-20,$31.00,blanket,gifts,smiles
09-20-2020,9-22-20,$178.00,confetti,misc,check
09-20-2020,11-25-20,$265.00,confetti,gifts,cash
09-20-2020,11-10-20,$32.00,confetti,misc,smiles
09-20-2020,8-1-20,$66.00,book,food,check
09-20-2020,5-11-20,$127.00,confetti,food,cash
09-20-2020,6-23-20,$9.00,groceries,rent,smiles
09-20-2020,1-8-20,$216.00,hat,food,card
09-20-2020,12-3-20,$72.00,gas,gifts,smiles
09-20-2020,12-26-20,$273.00,groceries,food,card
09-20-2020,12-27-20,$259.00,hat,food,cash
09-20-2020,4-27-20,$24.00,gas,car,smiles
09-20-2020,4-26-20,$157.00,hat,rent,smiles
09-20-2020,7-1-20,$140.00,confetti,rent,smiles
09-20-2020,7-5-20,$285.00,blanket,misc,cash
09-20-2020,7-9-20,$106.00,book,rent,smiles
09-20-2020,10-11-20,$106.00,groceries,misc,card
09-20-2020,11-16-20,$215.00,car,food,smiles
09-20-2020,4-19-20,$20.00,confetti,food,smiles
09-20-2020,5-2-20,$106.00,car,rent,smiles
09-20-2020,8-26-20,$289.00,antifreeze,gifts,cash
09-20-2020,11-13-20,$82.00,confetti,misc,check
09-20-2020,7-16-20,$11.00,confetti,food,smiles
09-20-2020,11-6-20,$174.00,confetti,misc,check
09-20-2020,3-9-20,$140.00,antifreeze,rent,card
09-20-2020,3-18-20,$156.00,antifreeze,misc,check
09-20-2020,8-17-20,$196.00,blanket,misc,card
09-20-2020,5-14-20,$182.00,bills,gifts,cash
09-20-2020,1-16-20,$78.00,blanket,gifts,smiles
09-20-2020,7-23-20,$281.00,book,misc,card
09-20-2020,8-10-20,$30.00,book,misc,check
09-20-2020,2-16-20,$66.00,car,rent,smiles
09-20-2020,5-2-20,$246.00,bills,gifts,cash
09-20-2020,8-23-20,$183.00,car,car,check
09-20-2020,4-14-20,$289.00,confetti,misc,smiles
09-20-2020,10-26-20,$285.00,bills,gifts,check
09-20-2020,10-5-20,$130.00,hat,misc,check
09-20-2020,5-18-20,$91.00,bills,misc,card
09-20-2020,2-15-20,$123.00,bills,misc,smiles
09-20-2020,7-2-20,$283.00,book,misc,cash
09-20-2020,2-2-20,$229.00,confetti,misc,check
09-20-2020,8-20-20,$130.00,blanket,rent,check
09-20-2020,8-24-20,$203.00,book,food,check
09-20-2020,12-26-20,$22.00,hat,car,check
09-20-2020,3-26-20,$108.00,blanket,rent,card
09-20-2020,9-6-20,$71.00,gas,gifts,card
09-20-2020,12-6-20,$205.00,car,misc,smiles
09-20-2020,5-20-20,$213.00,blanket,car,card
09-20-2020,11-27-20,$201.00,gas,misc,cash
09-20-2020,12-16-20,$203.00,hat,food,card
09-20-2020,8-4-20,$166.00,hat,gifts,card
09-20-2020,3-1-20,$300.00,confetti,misc,card
09-20-2020,4-18-20,$117.00,groceries,rent,check
09-20-2020,3-3-20,$35.00,confetti,car,cash
09-20-2020,5-18-20,$243.00,gas,misc,check
09-20-2020,9-23-20,$262.00,book,food,card
09-20-2020,7-3-20,$83.00,groceries,food,cash
09-20-2020,3-19-20,$196.00,hat,rent,check
09-20-2020,2-6-20,$38.00,bills,gifts,smiles
09-20-2020,8-9-20,$145.00,blanket,car,cash
09-20-2020,9-1-20,$16.00,bills,rent,cash
09-20-2020,4-23-20,$285.00,antifreeze,car,card
09-20-2020,6-13-20,$165.00,confetti,misc,smiles
09-20-2020,10-22-20,$111.00,book,car,cash
09-20-2020,11-19-20,$53.00,groceries,rent,card
09-20-2020,8-12-20,$126.00,gas,gifts,card
09-20-2020,9-24-20,$209.00,antifreeze,gifts,smiles
09-20-2020,9-5-20,$206.00,bills,food,cash
09-20-2020,7-7-20,$198.00,confetti,rent,check
09-20-2020,11-12-20,$457.00,work,other
09-20-2020,8-21-20,$436.00,work,other
09-20-2020,5-17-20,$459.00,gift,work
09-20-2020,9-15-20,$368.00,gift,work
09-20-2020,4-16-20,$94.00,work,other
09-20-2020,3-28-20,$101.00,refund,other
09-20-2020,3-20-20,$190.00,refund,work
09-20-2020,8-9-20,$495.00,work,other
09-20-2020,1-6-20,$130.00,gift,other
09-20-2020,5-20-20,$472.00,work,other
09-20-2020,7-2-20,$402.00,work,other
09-20-2020,2-10-20,$142.00,gift,other
09-20-2020,2-22-20,$140.00,refund,other
09-20-2020,4-20-20,$147.00,gift,other
09-20-2020,2-12-20,$124.00,work,work
09-20-2020,9-5-20,$420.00,refund,work
09-20-2020,12-22-20,$421.00,gift,other
09-20-2020,12-1-20,$350.00,work,work
09-20-2020,8-10-20,$207.00,refund,other
09-20-2020,4-25-20,$377.00,work,work
